record_id,difficulty,category,source_title,entity_count
592,Easy,C,26 筵款丰馐依祥调鼎新录.txt,26
593,Easy,C,26 筵款丰馐依祥调鼎新录.txt,40
594,Easy,C,26 筵款丰馐依祥调鼎新录.txt,23
595,Easy,C,26 筵款丰馐依祥调鼎新录.txt,50
596,Medium,C,26 筵款丰馐依祥调鼎新录.txt,0
597,Medium,C,26 筵款丰馐依祥调鼎新录.txt,9
598,Medium,C,26 筵款丰馐依祥调鼎新录.txt,56
599,Medium,C,26 筵款丰馐依祥调鼎新录.txt,56
600,Easy,C,26 筵款丰馐依祥调鼎新录.txt,30
601,Easy,C,26 筵款丰馐依祥调鼎新录.txt,59
602,Easy,C,26 筵款丰馐依祥调鼎新录.txt,47
603,Easy,A,27 饮膳正要.txt,35
604,Easy,A,27 饮膳正要.txt,48
605,Easy,A,27 饮膳正要.txt,13
606,Easy,A,27 饮膳正要.txt,28
607,Easy,A,27 饮膳正要.txt,23
608,Easy,A,27 饮膳正要.txt,40
609,Easy,A,27 饮膳正要.txt,21
611,Easy,A,27 饮膳正要.txt,30
612,Easy,A,27 饮膳正要.txt,23
613,Easy,A,27 饮膳正要.txt,46
614,Easy,A,27 饮膳正要.txt,12
615,Easy,A,27 饮膳正要.txt,8
616,Easy,A,27 饮膳正要.txt,31
617,Easy,A,27 饮膳正要.txt,17
618,Easy,A,27 饮膳正要.txt,62
619,Easy,A,27 饮膳正要.txt,23
620,Easy,A,27 饮膳正要.txt,65
621,Easy,A,27 饮膳正要.txt,10
622,Easy,A,27 饮膳正要.txt,27
623,Easy,A,27 饮膳正要.txt,16
624,Medium,A,27 饮膳正要.txt,9
625,Medium,A,27 饮膳正要.txt,14
626,Medium,A,27 饮膳正要.txt,12
627,Medium,A,27 饮膳正要.txt,8
628,Medium,A,27 饮膳正要.txt,10
629,Medium,A,27 饮膳正要.txt,18
630,Medium,A,27 饮膳正要.txt,15
631,Medium,A,27 饮膳正要.txt,11
632,Medium,A,27 饮膳正要.txt,17
633,Medium,A,27 饮膳正要.txt,10
634,Medium,A,27 饮膳正要.txt,13
635,Medium,A,27 饮膳正要.txt,24
636,Hard,A,27 饮膳正要.txt,16
637,Hard,A,27 饮膳正要.txt,9
638,Hard,A,27 饮膳正要.txt,14
639,Hard,A,27 饮膳正要.txt,16
640,Hard,A,27 饮膳正要.txt,12
641,Hard,A,27 饮膳正要.txt,13
642,Hard,A,27 饮膳正要.txt,15
643,Hard,A,27 饮膳正要.txt,23
644,Easy,C,28 浪迹丛谈四种（饮食部分）.txt,21
645,Easy,C,28 浪迹丛谈四种（饮食部分）.txt,18
646,Easy,C,28 浪迹丛谈四种（饮食部分）.txt,18
647,Easy,C,28 浪迹丛谈四种（饮食部分）.txt,11
648,Easy,C,28 浪迹丛谈四种（饮食部分）.txt,8
649,Easy,C,28 浪迹丛谈四种（饮食部分）.txt,12
650,Easy,C,28 浪迹丛谈四种（饮食部分）.txt,13
651,Medium,C,28 浪迹丛谈四种（饮食部分）.txt,2
652,Medium,C,28 浪迹丛谈四种（饮食部分）.txt,8
653,Medium,C,28 浪迹丛谈四种（饮食部分）.txt,10
654,Medium,C,28 浪迹丛谈四种（饮食部分）.txt,14
655,Hard,C,28 浪迹丛谈四种（饮食部分）.txt,0
656,Hard,C,28 浪迹丛谈四种（饮食部分）.txt,13
657,Hard,C,28 浪迹丛谈四种（饮食部分）.txt,7
659,Easy,C,29 陆游饮食诗选注.txt,4
660,Easy,C,29 陆游饮食诗选注.txt,12
661,Easy,C,29 陆游饮食诗选注.txt,3
662,Easy,C,29 陆游饮食诗选注.txt,0
664,Easy,C,29 陆游饮食诗选注.txt,10
665,Easy,C,29 陆游饮食诗选注.txt,11
667,Easy,C,29 陆游饮食诗选注.txt,0
668,Medium,C,29 陆游饮食诗选注.txt,0
669,Medium,C,29 陆游饮食诗选注.txt,5
670,Medium,C,29 陆游饮食诗选注.txt,15
671,Medium,C,29 陆游饮食诗选注.txt,10
672,Medium,C,29 陆游饮食诗选注.txt,4
673,Easy,C,29 陆游饮食诗选注.txt,2
674,Easy,C,29 陆游饮食诗选注.txt,3
675,Easy,C,29 陆游饮食诗选注.txt,0
676,Easy,C,29 陆游饮食诗选注.txt,0
677,Easy,C,29 陆游饮食诗选注.txt,8
678,Easy,B,30 随园食单补证.txt,29
679,Easy,B,30 随园食单补证.txt,30
681,Easy,B,30 随园食单补证.txt,48
682,Easy,B,30 随园食单补证.txt,52
683,Easy,B,30 随园食单补证.txt,34
684,Easy,B,30 随园食单补证.txt,45
685,Easy,B,30 随园食单补证.txt,30
686,Easy,B,30 随园食单补证.txt,43
687,Easy,B,30 随园食单补证.txt,38
688,Easy,B,30 随园食单补证.txt,36
689,Hard,B,30 随园食单补证.txt,41
690,Hard,B,30 随园食单补证.txt,24
691,Hard,B,30 随园食单补证.txt,40
692,Hard,B,30 随园食单补证.txt,60
693,Medium,B,30 随园食单补证.txt,48
694,Medium,B,30 随园食单补证.txt,13
695,Hard,B,30 随园食单补证.txt,0
696,Medium,B,30 随园食单补证.txt,10
697,Medium,B,30 随园食单补证.txt,28
698,Medium,B,30 随园食单补证.txt,15
699,Medium,B,30 随园食单补证.txt,17
700,Medium,B,30 随园食单补证.txt,22
701,Medium,B,30 随园食单补证.txt,20
702,Medium,B,30 随园食单补证.txt,31
703,Medium,B,30 随园食单补证.txt,23
704,Medium,B,30 随园食单补证.txt,0
705,Medium,B,30 随园食单补证.txt,30
706,Hard,B,30 随园食单补证.txt,26
707,Hard,B,30 随园食单补证.txt,20
708,Hard,B,30 随园食单补证.txt,34
709,Hard,B,30 随园食单补证.txt,22
710,Hard,B,30 随园食单补证.txt,29
711,Hard,B,30 随园食单补证.txt,20
712,Hard,B,30 随园食单补证.txt,28
713,Easy,C,31 清嘉录.txt,7
714,Easy,C,31 清嘉录.txt,0
716,Easy,C,31 清嘉录.txt,0
718,Easy,C,31 清嘉录.txt,8
719,Easy,C,31 清嘉录.txt,12
721,Easy,C,31 清嘉录.txt,0
722,Medium,C,31 清嘉录.txt,4
723,Medium,C,31 清嘉录.txt,11
724,Medium,C,31 清嘉录.txt,0
725,Medium,C,31 清嘉录.txt,0
726,Medium,C,31 清嘉录.txt,17
727,Medium,C,31 清嘉录.txt,0
728,Hard,C,31 清嘉录.txt,0
729,Hard,C,31 清嘉录.txt,4
730,Hard,C,31 清嘉录.txt,0
731,Hard,C,31 清嘉录.txt,0
732,Easy,A,32 食疗本草.txt,21
733,Easy,A,32 食疗本草.txt,62
734,Easy,A,32 食疗本草.txt,8
735,Easy,A,32 食疗本草.txt,55
736,Easy,A,32 食疗本草.txt,0
737,Easy,A,32 食疗本草.txt,54
738,Easy,A,32 食疗本草.txt,29
739,Easy,A,32 食疗本草.txt,17
740,Easy,A,32 食疗本草.txt,21
741,Easy,A,32 食疗本草.txt,36
742,Easy,A,32 食疗本草.txt,54
743,Easy,A,32 食疗本草.txt,21
744,Easy,A,32 食疗本草.txt,45
745,Medium,A,32 食疗本草.txt,11
746,Medium,A,32 食疗本草.txt,16
747,Medium,A,32 食疗本草.txt,21
748,Medium,A,32 食疗本草.txt,52
749,Medium,A,32 食疗本草.txt,17
750,Medium,A,32 食疗本草.txt,38
751,Medium,A,32 食疗本草.txt,19
752,Medium,A,32 食疗本草.txt,21
753,Hard,A,32 食疗本草.txt,24
754,Hard,A,32 食疗本草.txt,27
756,Hard,A,32 食疗本草.txt,38
757,Hard,A,32 食疗本草.txt,17
759,Easy,C,33 东京梦华录 都城纪胜 西湖老人繁胜录 梦粱录 武林旧事.txt,4
760,Easy,C,33 东京梦华录 都城纪胜 西湖老人繁胜录 梦粱录 武林旧事.txt,0
761,Easy,C,33 东京梦华录 都城纪胜 西湖老人繁胜录 梦粱录 武林旧事.txt,0
762,Easy,C,33 东京梦华录 都城纪胜 西湖老人繁胜录 梦粱录 武林旧事.txt,0
763,Easy,C,33 东京梦华录 都城纪胜 西湖老人繁胜录 梦粱录 武林旧事.txt,0
764,Easy,C,33 东京梦华录 都城纪胜 西湖老人繁胜录 梦粱录 武林旧事.txt,0
767,Easy,C,33 东京梦华录 都城纪胜 西湖老人繁胜录 梦粱录 武林旧事.txt,12
768,Easy,C,33 东京梦华录 都城纪胜 西湖老人繁胜录 梦粱录 武林旧事.txt,0
769,Easy,C,33 东京梦华录 都城纪胜 西湖老人繁胜录 梦粱录 武林旧事.txt,0
770,Medium,C,33 东京梦华录 都城纪胜 西湖老人繁胜录 梦粱录 武林旧事.txt,0
771,Medium,C,33 东京梦华录 都城纪胜 西湖老人繁胜录 梦粱录 武林旧事.txt,18
772,Medium,C,33 东京梦华录 都城纪胜 西湖老人繁胜录 梦粱录 武林旧事.txt,0
773,Medium,C,33 东京梦华录 都城纪胜 西湖老人繁胜录 梦粱录 武林旧事.txt,57
774,Medium,C,33 东京梦华录 都城纪胜 西湖老人繁胜录 梦粱录 武林旧事.txt,0
775,Medium,C,33 东京梦华录 都城纪胜 西湖老人繁胜录 梦粱录 武林旧事.txt,0
776,Medium,C,33 东京梦华录 都城纪胜 西湖老人繁胜录 梦粱录 武林旧事.txt,9
777,Hard,C,33 东京梦华录 都城纪胜 西湖老人繁胜录 梦粱录 武林旧事.txt,0
778,Hard,C,33 东京梦华录 都城纪胜 西湖老人繁胜录 梦粱录 武林旧事.txt,0
779,Hard,C,33 东京梦华录 都城纪胜 西湖老人繁胜录 梦粱录 武林旧事.txt,20
780,Hard,C,33 东京梦华录 都城纪胜 西湖老人繁胜录 梦粱录 武林旧事.txt,0
781,Hard,C,33 东京梦华录 都城纪胜 西湖老人繁胜录 梦粱录 武林旧事.txt,0
783,Easy,A,中医古籍整理丛书--110随息居饮食谱-[清]王士雄.txt,83
784,Easy,A,中医古籍整理丛书--110随息居饮食谱-[清]王士雄.txt,0
785,Easy,A,中医古籍整理丛书--110随息居饮食谱-[清]王士雄.txt,76
786,Easy,A,中医古籍整理丛书--110随息居饮食谱-[清]王士雄.txt,9
787,Easy,A,中医古籍整理丛书--110随息居饮食谱-[清]王士雄.txt,91
788,Easy,A,中医古籍整理丛书--110随息居饮食谱-[清]王士雄.txt,0
789,Easy,A,中医古籍整理丛书--110随息居饮食谱-[清]王士雄.txt,123
790,Easy,A,中医古籍整理丛书--110随息居饮食谱-[清]王士雄.txt,93
791,Easy,A,中医古籍整理丛书--110随息居饮食谱-[清]王士雄.txt,82
792,Medium,A,中医古籍整理丛书--110随息居饮食谱-[清]王士雄.txt,7
793,Medium,A,中医古籍整理丛书--110随息居饮食谱-[清]王士雄.txt,97
794,Medium,A,中医古籍整理丛书--110随息居饮食谱-[清]王士雄.txt,96
796,Medium,A,中医古籍整理丛书--110随息居饮食谱-[清]王士雄.txt,74
798,Hard,A,中医古籍整理丛书--110随息居饮食谱-[清]王士雄.txt,77
799,Hard,A,中医古籍整理丛书--110随息居饮食谱-[清]王士雄.txt,0
