record_id,detail_index,label,entity_text
105,35,病症,大便秘涩
105,36,病症,便秘
105,37,病症,气秘
105,38,脏腑,肾
105,39,脏腑,心
105,40,脏腑,肺
105,41,脏腑,脬囊
105,42,脏腑,大肠
105,43,食疗方,葵莱血脏羹
105,44,食疗方,杏汤
105,45,食疗方,杏仁板儿
105,46,烹饪方法,炒
105,47,烹饪方法,煮
105,48,禁忌,不可补
105,49,古籍来源,《本草纲目》
105,50,医家,张从正
106,1,古籍来源,《黄帝阴符经》
106,2,古籍来源,《类经》
106,3,医家,张景岳
106,4,养生原则,取法阴阳四时而行
106,5,养生原则,防病延年
106,6,养生原则,顺天之常道
106,7,养生原则,阴阳平秘
106,8,养生原则,五脏和调
106,9,养生原则,气血流畅
106,10,养生原则,阴精上奉
106,11,养生原则,腠理固密
106,12,病症,疾疠
106,13,病症,疾病
106,14,病症,瘟疫
106,15,病症,危瘵
106,16,脏腑,五脏
106,17,养生原则,依四时摄养之方
106,18,养生原则,顺五行休旺之气
107,1,古籍来源,《素问》
107,2,养生原则,执天道生杀之理
108,1,功效,凉血退蒸
108,2,病症,烦渴热
108,3,病症,烦渴不止
108,4,食疗方,大麦汤
108,5,功效,益气生津
108,6,功效,润燥清热调中
108,7,古籍来源,《太平圣惠方》
108,8,食疗方,栝蒌粉方
108,9,功效,清热解毒
108,10,功效,生津止渴
108,11,病症,消渴热中
108,12,食疗方,青豆汤方
108,13,功效,除烦止渴
108,14,病症,肺胃热盛
108,15,病症,心烦欲呕
108,16,食疗方,芦根饮子
108,17,功效,清热生津
108,18,功效,除烦止呕
108,19,病症,消渴壮热
108,20,病症,烦躁不安
108,21,食疗方,青粱米饮方
108,22,功效,补中益气
108,23,功效,除烦止渴
108,24,病症,内热壅盛
108,25,病症,消渴烦热
108,26,病症,心神狂乱
108,27,病症,躁闷不安
108,28,食疗方,冬瓜羹方
108,29,功效,清热解毒
108,30,功效,除烦生津
108,31,病症,吐血
108,32,病症,衄血
108,33,古籍来源,《太平圣惠方》
108,34,食疗方,藕蜜汁方
108,35,功效,凉血散瘀
108,36,功效,清热止渴
108,37,病症,气阴耗伤
108,38,病症,精气亏损
108,39,食疗方,猪肚方
108,40,功效,补益气阴
108,41,功效,生津除烦
108,42,病症,消渴热中
108,43,病症,饮水不止
108,44,病症,小便无度
108,45,病症,烦热
108,46,食疗方,兔头饮
108,47,功效,补气生津
108,48,功效,除烦止渴
108,49,病症,烦渴
108,50,病症,饮水不足
108,51,病症,日渐羸瘦困弱
108,52,食疗方,野鸡臃方
108,53,功效,补中益气
108,54,功效,生津止渴
108,55,病症,脏腑干枯
108,56,食疗方,牛乳方
108,57,功效,益气阴
108,58,功效,补五脏
108,59,功效,润枯燥
108,60,病症,消渴烦闷
108,61,病症,常热
108,62,病症,身体枯燥
108,63,病症,黄瘦
108,64,食疗方,黄雌鸡羹方
108,65,功效,添精补髓
108,66,功效,益气固摄
108,67,功效,和调脏腑
108,68,病症,精损气虚
108,69,病症,烦渴
108,70,病症,小便黄色
108,71,食疗方,鹿头方
108,72,功效,平补精气
108,73,功效,益阳滋阴
108,74,病症,精气虚弱
108,75,病症,消渴
108,76,病症,诸药不瘥
108,77,病症,黄瘦力弱
109,1,病症,风热上攻
109,2,病症,头旋晕闷
109,3,病症,外风走注疼痛
109,4,病症,肠胃有风
109,5,病症,肾脏有风
109,6,病症,老人一切风
109,7,病症,外感之风
109,8,病症,真中之风
109,9,病症,内动之风
109,10,病症,痹痛之风
109,11,病症,惊痫之风
109,12,病症,四时伤寒
109,13,病症,卒中急风
109,14,病症,筋骨之风
109,15,病症,肠寒便白
109,16,病症,脾寒有积
109,17,病症,心脾积热
109,18,病症,流注脚膝疼痛
109,19,病症,上焦客热
109,20,病症,滞痰
109,21,病症,老人痰涎多
109,22,病症,痰厥头痛
109,23,病症,癫痫
109,24,病症,胸闷
109,25,病症,咳逆
109,26,病症,老人一切气闷
109,27,病症,醋心腹胀
109,28,病症,胸膈不利
109,29,病症,积滞癜疲
109,30,病症,元气不足
109,31,病症,心腹诸疾作痛
109,32,病症,气滞
109,33,病症,妇人气瘰
109,34,病症,老人不思饮食
109,35,病症,胸膈走注
109,36,病症,心腹刺痛
109,37,食疗方,旋复花散
109,38,食疗方,羌活丸
109,39,食疗方,七圣散
109,40,食疗方,藁本散
109,41,食疗方,七圣丸
109,42,食疗方,香枳汤
109,43,食疗方,羌活散
109,44,食疗方,乌犀丸
109,45,食疗方,四顺散
109,46,食疗方,香草散
109,47,食疗方,北庭丸
109,48,食疗方,黄芪散
109,49,食疗方,枇杷叶散
109,50,食疗方,人参半夏丸
109,51,食疗方,调中人参木香散
109,52,食疗方,丁香丸
109,53,食疗方,橘皮煮散
109,54,食疗方,匀气散
109,55,食疗方,枳壳木香散
109,56,功效,疏风清热
109,57,功效,化痰降逆
109,58,功效,养阴行血
109,59,功效,搜风胜湿
109,60,功效,益气助阳
109,61,功效,散寒止痛
109,62,功效,滋阴养血
109,63,功效,除烦定惊
109,64,功效,消痰止痛
109,65,功效,熄风开窍
109,66,功效,解表散寒
109,67,功效,平喘止咳
109,68,功效,除风胜湿
109,69,功效,驱寒止痛
109,70,功效,补益肝肾
109,71,功效,强壮筋骨
109,72,功效,益元气
109,73,功效,清虚热
109,74,功效,凉血解毒排脓
109,75,功效,坠痰涎
109,76,功效,和脾胃
109,77,功效,温胃行气
109,78,功效,散瘀软坚
109,79,功效,消积通便
109,80,功效,健脾温中
109,81,功效,行气消积
109,82,功效,散满止痛
109,83,功效,调风顺气
110,1,食材,黄芪
110,2,食味,甘
110,3,食性,微温
110,4,功效,补气固表
110,5,功效,利尿强心
110,6,医家,李时珍
110,7,古籍来源,《本草纲目 .草一 .黄耆》
110,8,食材,童子鸡
110,9,烹饪方法,蒸
110,10,功效,治疗体弱疾病
110,11,食材,葱
110,12,食材,茴香
110,13,食材,酒
110,14,食材,秋油
110,15,食材,脂油
110,16,烹饪方法,煨
111,1,食材,阳羡茶
111,2,食材,雀舌
111,3,食材,洞庭君山茶
111,4,食材,龙井茶
111,5,食材,六安
111,6,食材,银针
111,7,食材,毛尖
111,8,食材,梅片
111,9,食材,安化
111,10,食材,君山茶
111,11,食材,君山银针
111,12,医家,方毓川
111,13,医家,方世俊
111,14,古籍来源,注释
112,1,食材,甲鱼
112,2,烹饪方法,煮
112,3,烹饪方法,去骨
112,4,烹饪方法,起油锅
112,5,烹饪方法,炮炒
112,6,食材,酱水
112,7,食材,葱
112,8,食材,椒
112,9,烹饪方法,收汤成卤
112,10,烹饪方法,起锅
112,11,食材,脂油
112,12,烹饪方法,煎
112,13,食材,水
112,14,食材,秋油
112,15,食材,酒
112,16,烹饪方法,煨
112,17,烹饪方法,武火
112,18,烹饪方法,文火
112,19,食材,蒜
112,20,食材,姜
112,21,食材,糖
112,22,食材,甲鱼
112,23,食材,童子脚鱼
113,1,食材,蘑菇
113,2,食材,莱油
113,3,食材,酒
113,4,食材,鸡
113,5,食材,甜酒
113,6,食材,笋
113,7,食材,葱
113,8,食材,椒
113,9,食材,冰糖
113,10,食材,雏鸡胸肉
113,11,食材,猪油
113,12,食材,麻油
113,13,食材,纤粉
113,14,食材,盐花
113,15,食材,姜汁
113,16,食材,花椒末
113,17,食材,雪梨
113,18,食材,香蕈
113,19,烹饪方法,泡发
113,20,烹饪方法,漂
113,21,烹饪方法,擦
113,22,烹饪方法,爆炒
113,23,烹饪方法,滚煮
113,24,烹饪方法,煨煮
113,25,烹饪方法,炒
113,26,烹饪方法,熬熟
113,27,烹饪方法,盛
114,1,食材,牛肉
114,2,食材,牛舌
114,3,食材,羊
114,4,食材,鹿
114,5,烹饪方法,清煨
114,6,烹饪方法,收汤
114,7,禁忌,不可加别物配搭
115,1,食材,猪肉
115,2,食材,猪头
115,3,食材,甜酒
115,4,食材,葱
115,5,食材,八角
115,6,食材,秋油
115,7,食材,糖
115,8,食材,开水
115,9,食材,八角茴香
115,10,烹饪方法,煮
115,11,烹饪方法,煨
115,12,烹饪方法,蒸
115,13,烹饪方法,焖
115,14,古籍来源,《特牲单》
116,1,食材,燕窝
116,2,食材,泉水
116,3,食材,嫩鸡汤
116,4,食材,火腿汤
116,5,食材,新蘑菇
116,6,食材,肉丝
116,7,食材,鸡丝
116,8,食材,生燕窝
116,9,食材,蘑菇丝
116,10,食材,笄尖丝
116,11,食材,鲫鱼肚
116,12,食材,嫩野鸡片
116,13,食材,冬瓜
116,14,食材,鸡汁
116,15,食材,蘑菇汁
116,16,食材,海参
116,17,食材,小刺参
116,18,食材,肉汤
116,19,食材,鸡肉两汁
116,20,食材,香蕈
116,21,食材,木耳
116,22,食材,芥末
116,23,食材,冷海参丝
116,24,食材,笋丁
116,25,食材,香蕈丁
116,26,食材,鸡汤
116,27,食材,豆腐皮
116,28,食材,鸡腿
116,29,烹饪方法,泡
116,30,烹饪方法,挑
116,31,烹饪方法,烧煮
116,32,烹饪方法,滚泡
116,33,烹饪方法,煨
116,34,烹饪方法,拌
116,35,烹饪方法,切
116,36,禁忌,不可与油腻的食物混杂
116,37,禁忌,不可与质地较硬或带骨头的食物混配
116,38,养生原则,以柔配柔
116,39,养生原则,以清入清
117,1,食材,鲥鱼
117,2,食材,边鱼
117,3,烹饪方法,去鳞
117,4,烹饪方法,蒸
117,5,烹饪方法,煎
117,6,食材,酒
117,7,食材,秋油
117,8,食材,香蕈
117,9,食材,笋尖
117,10,古籍来源,《水族有鳞单》
118,1,食材,麻雀
118,2,食材,鹩鹑
118,3,食材,黄雀
118,4,食味,甘
118,5,食味,鲜
118,6,烹饪方法,煨煮
118,7,烹饪方法,煨
118,8,烹饪方法,炒
118,9,禁忌,不要吃入间豢养的动物
118,10,古籍来源,六合
120,1,食材,鸡蛋
120,2,食材,蛋清
120,3,食材,鸡汁
120,4,食材,茭瓜
120,5,食材,笋脯
120,6,食材,牛首
120,7,烹饪方法,敲开
120,8,烹饪方法,倒出
120,9,烹饪方法,去掉
120,10,烹饪方法,加入
120,11,烹饪方法,搅拌
120,12,烹饪方法,装回
120,13,烹饪方法,封好
120,14,烹饪方法,蒸熟
120,15,烹饪方法,剥去
120,16,烹饪方法,腌制
120,17,烹饪方法,风干
120,18,烹饪方法,切片
120,19,烹饪方法,制
120,20,烹饪方法,煨
120,21,烹饪方法,僧制
120,22,食味,鲜
121,1,烹饪方法,加热
121,2,烹饪方法,调味
121,3,烹饪方法,爆
121,4,烹饪方法,熘
121,5,烹饪方法,炸
121,6,烹饪方法,炖
121,7,烹饪方法,煨
121,8,烹饪方法,焖
121,9,烹饪方法,熬制
121,10,养生原则,火候有度
122,1,古籍来源,《茶酒单》
122,2,食材,泉水
122,3,食材,河水
122,4,食材,井水
122,5,食材,湖水
122,6,食材,茶叶
122,7,食材,武夷茶
122,8,食材,龙井茶
122,9,食材,常州阳羡茶
122,10,食材,洞庭君山茶
122,11,烹饪方法,泡茶
122,12,烹饪方法,保存
122,13,医家,袁氏
124,1,食材,鱼翅
124,2,食材,火腿
124,3,食材,鸡汤
124,4,食材,鲜笄
124,5,食材,冰糖
124,6,食材,萝卜丝
124,7,食材,海参
124,8,食材,鳆鱼
124,9,食材,豆腐
124,10,食材,鸭
124,11,烹饪方法,煮
124,12,烹饪方法,煨
124,13,烹饪方法,炒
124,14,烹饪方法,削片
124,15,烹饪方法,焯
124,16,病症,生硬
124,17,病症,硬直
124,18,医家,吴道士
124,19,医家,郭耕礼
124,20,医家,杨中丞
124,21,医家,庄太守
125,1,食材,山药
125,2,食材,腐皮
125,3,烹饪方法,煮
125,4,烹饪方法,煎
125,5,食材,秋油
125,6,食材,酒
125,7,食材,糖
125,8,食材,瓜姜
125,9,食材,珍珠菜
125,10,食材,豆腐
125,11,食材,猪油
125,12,食材,盐花
125,13,食材,甜酒
125,14,食材,大虾米
125,15,食材,小虾米
125,16,烹饪方法,熬
125,17,烹饪方法,滚泡
125,18,烹饪方法,滚
125,19,烹饪方法,起锅
125,20,古籍来源,《素莱单》
126,1,食材,葱
126,2,食材,笋
126,3,食材,椒
126,4,食材,豆粉
126,5,食材,肉
126,6,烹饪方法,切
126,7,烹饪方法,捣
126,8,烹饪方法,煎
126,9,烹饪方法,炒
126,10,烹饪方法,作羹
126,11,古籍来源,《论语.卫灵公》
127,1,食材,蛏
127,2,食材,五花肉
127,3,食材,车螯
127,4,食材,麻油
127,5,食材,秋油
127,6,食材,豆腐
127,7,食材,猪油
127,8,食材,鸡汤
127,9,食材,蛏干
127,10,食材,虾饼
127,11,食材,蚶干
127,12,烹饪方法,炒
127,13,烹饪方法,煮
127,14,烹饪方法,煨
127,15,烹饪方法,煎制
127,16,烹饪方法,泡
127,17,烹饪方法,滚水煮
127,18,烹饪方法,捶烂
127,19,烹饪方法,晒
127,20,烹饪方法,发
127,21,烹饪方法,焖
127,22,烹饪方法,烹煮
127,23,医家,程泽弓
130,1,食材,鳗鱼
130,2,食材,河鳗
130,3,食材,秋油
130,4,食材,葱
130,5,食材,姜
130,6,食材,芡粉
130,7,食材,山药
130,8,烹饪方法,清煨
130,9,烹饪方法,煨
130,10,烹饪方法,蒸
130,11,烹饪方法,红煨
130,12,禁忌,最忌剔出骨头烹制
130,13,禁忌,不可去鳞
130,14,医家,顾比部
130,15,医家,袁致华
130,16,古籍来源,译文1
131,1,食材,甲鱼
131,2,食材,裙
131,3,食材,鳗鱼
131,4,食材,河鳗
131,5,食材,秋油
131,6,食材,冬腌新芥菜
131,7,食材,葱
131,8,食材,姜
131,9,食材,纤粉
131,10,食材,山药
131,11,食材,酒
131,12,食材,水
131,13,食材,桂
131,14,食材,鲥鱼
131,15,烹饪方法,煨
131,16,烹饪方法,蒸
131,17,烹饪方法,斩
131,18,烹饪方法,洗
131,19,烹饪方法,去
131,20,烹饪方法,摆布
131,21,烹饪方法,起锅
131,22,烹饪方法,干煨
131,23,烹饪方法,蒸
131,24,烹饪方法,煨烂
131,25,烹饪方法,杀
131,26,烹饪方法,兑
131,27,烹饪方法,起笼
131,28,医家,袁氏
131,29,古籍来源,《水族无鳞单》
132,1,食材,瓢莱心
132,2,食材,菠菜
132,3,食材,豆腐
132,4,食材,笋尖
132,5,食材,香蕈
132,6,烹饪方法,炒
132,7,烹饪方法,煮
132,8,食疗方,金镶自玉板
132,9,医家,壬孟亭
132,10,医家,壬箴舆
133,1,古籍来源,袁氏《点心单》
133,2,食材,栗
133,3,食材,纯糯粉
133,4,食材,糖
133,5,食材,瓜仁
133,6,食材,松子
133,7,食味,咸
133,8,食味,甜
133,9,食材,韭菜
133,10,食材,肉
133,11,食材,面皮
133,12,食材,油
133,13,食材,酥
133,14,食材,鸡豆
133,15,食材,微粉
133,16,食材,鸡蛋清
133,17,食材,飞面
133,18,食材,冰糖
133,19,食材,松仁屑子
133,20,食材,胡桃仁
133,21,食材,糖屑
133,22,食材,脂油
133,23,食材,面
133,24,食材,芝麻
133,25,食材,奶酥
133,26,烹饪方法,蒸
133,27,烹饪方法,煮
133,28,烹饪方法,包
133,29,烹饪方法,灼
133,30,烹饪方法,研碎
133,31,烹饪方法,烘
133,32,烹饪方法,炙
133,33,烹饪方法,和
133,34,烹饪方法,罗
133,35,食疗方,粉衣
133,36,食疗方,韭合
133,37,食疗方,杨中丞西洋饼
133,38,食疗方,烧饼
133,39,食疗方,陶方伯十景点心
133,40,医家,袁氏
134,1,医家,郭璞
134,2,食材,刀鱼
134,3,食材,蜜酒
134,4,食材,清酱
134,5,烹饪方法,蒸
134,6,烹饪方法,刮
134,7,烹饪方法,抽
134,8,食材,火腿汤
134,9,食材,鸡汤
134,10,食材,笄汤
134,11,烹饪方法,煨
134,12,烹饪方法,煎
134,13,烹饪方法,切
134,14,古籍来源,江赋
135,1,食材,糯米
135,2,古籍来源,《周官》
135,3,医家,郑康成
135,4,医家,郑玄
135,5,古籍来源,《周礼.天官.酒正》
136,1,食材,鸡
136,2,食材,鸭
136,3,食材,猪
136,4,食材,鹅
136,5,食材,腰子
136,6,食材,鸡蛋
136,7,食材,鲜鱼
136,8,食材,蚶
136,9,食材,蛤
136,10,食味,咸
136,11,食味,淡
136,12,烹饪方法,煎
136,13,烹饪方法,炒
136,14,烹饪方法,煨
136,15,烹饪方法,煮
136,16,古籍来源,《须知单》
136,17,古籍来源,《随园食单》
136,18,医家,袁氏
137,1,食材,燕窝
137,2,食材,海参
137,3,食材,鱼翅
137,4,食材,鹿筋
137,5,食材,鸭
137,6,食材,鱼
137,7,食材,鳗
137,8,食材,韭
137,9,食材,莱
137,10,食材,鳖
138,1,食材,猪油
138,2,食材,燕窝
138,3,食材,豆腐
138,4,食材,海菜
138,5,食材,蔬笋
138,6,食材,鸡
138,7,食材,猪
138,8,食材,鱼
138,9,食材,鸭
138,10,食材,海参
138,11,烹饪方法,熬
138,12,烹饪方法,煮
140,1,食材,鱼
140,2,食材,鳗
140,3,食材,韭
140,4,食材,莱
140,5,食材,葱
140,6,食材,椒
140,7,烹饪方法,切
140,8,烹饪方法,捣
140,9,古籍来源,《内则》
140,10,古籍来源,《随园食单》
141,1,食材,菱实
141,2,食材,蜜
141,3,食材,姜
141,4,食材,荔枝
141,5,食味,甘
141,6,食味,微酸
141,7,食性,温
141,8,功效,主烦渴
141,9,功效,美颜色
141,10,功效,通神健
141,11,功效,益人
141,12,功效,解丹石毒
141,13,功效,消瘤赘
141,14,功效,治心痛
141,15,病症,赤胂
141,16,烹饪方法,烧
141,17,食材,酒
141,18,病症,小肠气
141,19,食材,圆眼
141,20,食味,甘
141,21,食性,平
141,22,功效,主五脏邪气
141,23,功效,安志
141,24,功效,压食
141,25,功效,除蛊毒
141,26,功效,轻身不老
141,27,功效,通神明
141,28,食材,松子
141,29,食味,甘
141,30,食性,温
141,31,功效,主风寒气
141,32,功效,虚羸少气
141,33,功效,补不足
141,34,食材,海松子
141,35,功效,主骨节风
141,36,功效,头眩
141,37,功效,去死肌白发
141,38,功效,散水气
141,39,功效,润五脏
141,40,食材,榛子
141,41,食味,甘
141,42,食性,平
141,43,功效,益气力
141,44,功效,实肠胃
141,45,功效,调中
141,46,功效,不饥
141,47,功效,健行
141,48,食材,槟榔
141,49,食味,辛
141,50,食性,温
141,51,功效,消谷逐水
141,52,功效,除痰癖
141,53,功效,泄满
141,54,功效,下气
141,55,功效,宜脏腑壅滞
141,56,功效,坠诸药下行
141,57,功效,杀三虫
141,58,禁忌,多食伤真气
141,59,食材,葫酱叶
141,60,食材,蚬灰
141,61,病症,吐红
141,62,食材,黄精
141,63,食味,甘
141,64,食性,平
141,65,功效,补中益气
141,66,功效,除风湿
141,67,功效,益脾润肺
141,68,烹饪方法,九蒸九暴
141,69,禁忌,多食令脏腑冷
141,70,禁忌,损阳气
141,71,禁忌,阴不强
141,72,禁忌,不益脾
141,73,禁忌,且难化
141,74,功效,长生
142,1,食材,白马肉
142,2,食味,辛苦
142,3,食性,冷
142,4,功效,主热下气
142,5,功效,长筋
142,6,功效,强腰脊
142,7,功效,强志
142,8,功效,轻身不饥
142,9,食材,茎
142,10,食味,咸
142,11,食性,平
142,12,功效,无毒
142,13,功效,主伤中绝脉
142,14,病症,男子阴痿不起
142,15,功效,坚长
142,16,功效,益气
142,17,功效,长肌肉
142,18,功效,肥健生子
142,19,病症,小儿惊痫
142,20,食材,肺
142,21,食性,寒
142,22,脏腑,心
142,23,功效,主喜志
142,24,病症,痢
142,25,食材,眼
142,26,病症,惊痼
142,27,病症,腹满
142,28,病症,疟疾
142,29,食材,悬蹄
142,30,病症,惊邪
142,31,病症,瘼疯
142,32,病症,乳难
142,33,病症,衄血
142,34,病症,内漏崩
142,35,功效,辟恶气鬼毒
142,36,功效,蛊疰不祥
142,37,食材,齿
142,38,病症,小儿马痫
142,39,烹饪方法,水磨服
142,40,食材,头骨
142,41,功效,令人不睡
142,42,食材,髻毛
142,43,病症,女子崩中赤自
142,44,食材,膏
142,45,功效,主生发
142,46,食材,脯
142,47,食材,溺
142,48,食味,辛
142,49,食性,微寒
142,50,功效,主消渴
142,51,功效,破癜坚积聚
142,52,病症,男子伏梁积疝
142,53,病症,妇人疲疾
142,54,烹饪方法,铜器盛饮之
142,55,病症,鳖疲
142,56,病症,头疮自秃
142,57,食材,屎
142,58,食材,马通
142,59,食性,微温
142,60,功效,主妇人崩中
142,61,功效,止渴
142,62,功效,吐下血
142,63,病症,鼻衄
142,64,病症,金创
142,65,功效,止血
142,66,食材,肝
142,67,食性,大毒
142,68,禁忌,食而死者多矣
142,69,禁忌,食马留肝
142,70,食材,马肉
142,71,食材,苍耳
142,72,食材,生姜
142,73,禁忌,不可与仓米同食
142,74,食材,仓米
142,75,禁忌,自马黑蹄
142,76,禁忌,头青蹄黑
142,77,禁忌,脊而斑
142,78,食材,牝马
142,79,食材,豹肉
142,80,食味,酸
142,81,食性,平
142,82,功效,无毒
142,83,功效,主安五脏
142,84,功效,补绝伤
142,85,功效,轻身益气
142,86,功效,久服利人
142,87,功效,耐寒暑
142,88,食材,脂
142,89,烹饪方法,合生发膏
142,90,食材,齿骨
142,91,食材,象肉
142,92,食味,淡
142,93,禁忌,多食令人体重
142,94,食材,牙
142,95,功效,无毒
142,96,功效,主诸铁及杂物
143,1,食材,水芹
143,2,食材,荞莱
143,3,食味,甘
143,4,食味,苦
143,5,食性,大寒
143,6,病症,时行壮热
143,7,病症,风热毒
143,8,病症,热毒痢
143,9,功效,开胃通膈
143,10,病症,小儿热
143,11,食材,茼蒿
143,12,食性,平
143,13,功效,安气
143,14,功效,养脾胃
143,15,功效,消水饮
143,16,禁忌,多食动风气薰心
143,17,禁忌,令气满
143,18,食材,蕨
143,19,食味,甘
143,20,食性,寒滑
143,21,功效,去暴热
143,22,功效,利水道
143,23,功效,令人睡
143,24,食性,寒
143,25,功效,补五脏不足
143,26,病症,气壅经络
143,27,病症,筋骨间青气
143,28,禁忌,令人消阳事
143,29,禁忌,令眼暗
143,30,禁忌,鼻中塞
143,31,禁忌,发落
143,32,古籍来源,《搜神记》
143,33,食材,茭白
143,34,食味,甘
143,35,功效,去烦热
143,36,功效,主五脏邪气
143,37,病症,肠胃痼热
143,38,病症,心胸浮热
143,39,病症,消渴
143,40,功效,利小便
143,41,禁忌,多食令人下焦冷
143,42,禁忌,发冷气
143,43,禁忌,伤阻道
143,44,禁忌,不可同蜜食
143,45,食材,紫菜
143,46,食味,甘
143,47,食性,寒
143,48,功效,下热解烦
143,49,病症,瘿瘤结气
143,50,禁忌,不可多食
143,51,禁忌,令人腹痛
143,52,食材,鹿角莱
143,53,食性,大寒
143,54,功效,下热风气
143,55,病症,小儿骨蒸
143,56,功效,解面热
143,57,禁忌,不可久食
143,58,禁忌,发痼疾
143,59,禁忌,损经络血气
143,60,禁忌,令脚冷痹
143,61,禁忌,损腰肾
143,62,禁忌,少颜色
143,63,食材,薹菹
144,1,食性,平
144,2,功效,益脾胃
144,3,食材,昌侯鱼
144,4,食味,甘
144,5,食性,平
144,6,功效,益气肥健
144,7,禁忌,有毒
144,8,禁忌,令人痢下
144,9,食材,鲸鱼
144,10,食性,平
144,11,功效,补五脏
144,12,功效,益筋骨
144,13,功效,和脾胃
144,14,食材,嘉鱼
144,15,食味,甘
144,16,食性,温
144,17,功效,令人肥健悦泽
144,18,功效,益人
144,19,食材,鸟贼鱼
144,20,食味,咸
144,21,食性,平
144,22,功效,主益气强志
144,23,功效,通月经
144,24,古籍来源,《素问》
144,25,食材,章举鱼
144,26,食材,石矩
144,27,食材,黄颊鱼
144,28,食味,甘
144,29,食性,平
144,30,功效,醒酒
144,31,功效,不益人
144,32,功效,能祛风
144,33,食材,比目鱼
144,34,食性,平
144,35,功效,补虚
144,36,功效,益气力
144,37,禁忌,多食稍动气
144,38,食材,鲺鱼
144,39,食材,邵阳鱼
144,40,功效,主瘴疟
144,41,禁忌,有毒
144,42,禁忌,人犯之至死
144,43,食材,艄鱼
144,44,食味,甘
144,45,食性,平
144,46,功效,主五野鸡痔下血
144,47,病症,瘀血
144,48,食材,鳢鱼
144,49,食材,肝
144,50,功效,主恶疮癣疥
144,51,古籍来源,《诗》
144,52,食材,鲨鱼
144,53,功效,补五脏
144,54,功效,主蛊气蛊疰
144,55,食材,鲛鱼
146,1,病症,脚痹
146,2,病症,破癀疲结血
146,3,禁忌,多食损阻气
146,4,病症,发疮
146,5,病症,口齿痛
146,6,病症,生腹中诸虫
146,7,食材,董莱
146,8,食味,甘
146,9,食性,寒
146,10,功效,无毒
146,11,功效,主蛇蝎毒及痈肿
146,12,功效,除心烦热
146,13,禁忌,令人身体懈堕多睡
146,14,食味,苦
146,15,功效,主寒热
146,16,食材,苜蓿
146,17,食味,甘
146,18,食味,淡
146,19,功效,利大小肠
146,20,烹饪方法,煮羹
146,21,功效,益人
146,22,食材,落葵
146,23,食味,酸
146,24,食性,寒
146,25,功效,无毒
146,26,功效,主滑中
146,27,功效,散热
146,28,功效,主悦泽人面
146,29,病症,犬咬
146,30,禁忌,终身不差
146,31,食材,秦荻梨
146,32,食味,辛
146,33,食性,温
146,34,功效,无毒
146,35,功效,主心腹冷胀
146,36,功效,下气消食
146,37,功效,破气
146,38,食材,甘蓝
146,39,食性,平
146,40,功效,补骨髓
146,41,功效,利脏腑并关节
146,42,功效,通经络中结气
146,43,功效,明耳目
146,44,功效,健人少睡
146,45,功效,益心力
146,46,功效,壮筋骨
146,47,病症,黄毒
146,48,烹饪方法,煮作菹
146,49,功效,去心结火气
146,50,食材,翘摇莱
146,51,食味,辛
146,52,食性,平
146,53,功效,无毒
146,54,功效,主破血
146,55,功效,止血生肌
146,56,功效,主五种黄病
146,57,烹饪方法,煮热
146,58,功效,益人
146,59,功效,和五脏
146,60,功效,明耳目
146,61,功效,去热风
146,62,功效,令人轻健
146,63,食材,荏莱
146,64,食味,辛
146,65,食性,温
146,66,功效,无毒
146,67,功效,主调中
146,68,功效,去臭气
146,69,功效,主咳逆下气
146,70,功效,温中补体
146,71,烹饪方法,榨油
146,72,功效,止渴润肺
146,73,食材,萝勒菜
146,74,食味,辛
146,75,食性,温
146,76,功效,微毒
146,77,功效,调中消食
146,78,功效,去恶气
146,79,功效,消水气
146,80,禁忌,多食壅关节
146,81,禁忌,涩荣卫
146,82,禁忌,令血脉不行
146,83,禁忌,动风
146,84,禁忌,发脚气
146,85,病症,齿根烂疮
146,86,功效,主目翳
146,87,病症,风赤眵泪
146,88,功效,主小儿黄烂疮
146,89,医家,丹溪
147,1,食材,龟
147,2,食材,蛙
147,3,食材,蛤蚧
147,4,食材,水母
147,5,食材,鲮鱼
147,6,食材,贝子
147,7,食材,鼋
147,8,食材,鼍肉
147,9,食材,玳瑁
147,10,食材,海蛤
147,11,食材,虾蟆
147,12,食味,咸
147,13,食味,甘
147,14,食味,辛
147,15,食性,寒
147,16,食性,平
147,17,功效,补阴
147,18,功效,去瘀血
147,19,功效,续筋骨
147,20,功效,补阴血亏
147,21,功效,补心
147,22,功效,主飞尸蛊毒
147,23,功效,止痛
147,24,功效,主久肺劳
147,25,功效,传尸
147,26,功效,杀鬼邪
147,27,功效,疗嗽
147,28,功效,下淋
147,29,功效,通水道
147,30,功效,主生气
147,31,功效,主五邪惊啼悲伤
147,32,功效,疗蚁瘘
147,33,功效,主目翳
147,34,功效,下血
147,35,功效,利水道
147,36,功效,解肌
147,37,功效,明目去热毒
147,38,功效,补虚
147,39,功效,主少气
147,40,功效,主解百药毒
147,41,功效,主效逆上气
147,42,功效,疗阴痿
147,43,功效,主邪气
147,44,功效,破癀坚血
147,45,病症,劳倦
147,46,病症,蛊毒
147,47,病症,瘴疟
147,48,病症,肌疮脐伤
147,49,病症,妇人劳损
147,50,病症,血带
147,51,病症,小儿风疾
147,52,病症,丹毒
147,53,病症,鬼疰
147,54,病症,腹痛
147,55,病症,五癃
147,56,病症,结热
